5.202485666560321409e-01 4.479349346558022388e-02 -1.075516851013392339e+00
5.218777369691246504e-01 5.659682965371835850e-02 -9.463026302178381144e-01
4.189896441129450366e-01 1.708804483772352334e-01 -9.637014318372527644e-01
4.044864783777991080e-01 1.935050110926290479e-01 -9.513887097144481109e-01
3.833678873967409917e-01 2.206955677492755397e-01 -9.089834203641128374e-01
3.753444526035962792e-01 3.542581387079564714e-01 -9.742513858233778912e-01
3.880267613887454781e-01 3.530721977701906655e-01 -9.335240790043884962e-01
3.457715261665717521e-01 3.958790680216628943e-01 -9.003788130478661556e-01
1.695087390023308771e-01 3.970903982292873224e-01 -7.852342616395886488e-01
1.360360494291707745e-01 4.162509356763682833e-01 -8.348951298569784463e-01
1.039266105448683197e-01 4.439541792596456427e-01 -7.978944363729768563e-01
1.024376164055645494e-01 5.374501625501590940e-01 -7.628715705208098941e-01
6.094284250339934705e-02 4.173508145066757713e-01 -8.479606239062759121e-01
-6.200816642565677023e-02 4.863132338930946097e-01 -8.047165965139835286e-01
-1.164074871388900562e-01 4.922150493500878632e-01 -7.102181384423027488e-01
-1.279175882245821294e-01 5.043567007660204604e-01 -7.080571722189379358e-01
-2.095698877942429594e-01 4.061257533925556329e-01 -7.367730460428095762e-01
-1.981338923387858386e-01 3.607810722567839079e-01 -6.047278477255386697e-01
-3.020104181583359582e-01 3.630313891184511199e-01 -6.329388896122745134e-01
-3.989251470579542880e-01 3.807892754732558060e-01 -6.594162279583963837e-01
-3.520771959121948846e-01 2.147000456794614376e-01 -5.301442018854625182e-01
-4.349407573202755950e-01 2.378496183904277028e-01 -6.224052636903032454e-01
-4.495505432849833394e-01 1.854802362360120638e-01 -5.108691153267510554e-01
-4.990988931410158536e-01 1.176947770262633114e-01 -6.039064884887265228e-01
-5.275594412353188378e-01 1.054580475725031691e-01 -4.875010094806338512e-01
-4.481346527899164878e-01 1.355594324592026070e-02 -4.524545374139755660e-01
-4.598347029817855258e-01 -2.534020992359189289e-02 -4.935138281526159076e-01
-4.934147561625104039e-01 -6.644995719110248500e-02 -4.892243273322191555e-01
-5.054969278883149064e-01 -1.936498284650501611e-01 -4.773652266821081236e-01
-4.346341225875930414e-01 -2.181893819466754481e-01 -3.798467481250676903e-01
-4.302211506463924362e-01 -3.328563653247182397e-01 -4.161356888708341306e-01
-4.163930745558060975e-01 -3.469440580058149592e-01 -4.291662603891973626e-01
-3.433816820491150668e-01 -3.904870502987980996e-01 -3.669852386465994876e-01
-2.503376051607504871e-01 -4.222657856851319003e-01 -3.230991225252735077e-01
-2.490794293416546124e-01 -4.716888804603097674e-01 -2.489880509843244993e-01
-1.085378302296836350e-01 -5.013096031996049362e-01 -3.092320449269832516e-01
-1.254647623626656827e-01 -5.567385041527479483e-01 -2.701445971877881602e-01
1.302893523335812986e-02 -5.092550465602905252e-01 -3.009328253529133801e-01
2.768511783967227483e-02 -4.893691354787773617e-01 -2.102499085124378275e-01
8.799482677862396907e-02 -5.216045971406464421e-01 -2.202232492753975202e-01
2.134434413790504415e-01 -4.505948932525813966e-01 -1.337607747496067923e-01
1.660658270609817744e-01 -4.456187769893183437e-01 -1.727207600634849127e-01
3.088430797129143590e-01 -4.155801861471400960e-01 -8.055633336666689903e-02
2.801568843337305936e-01 -4.548927819008166118e-01 -2.241084812443471797e-01
4.148493537684534993e-01 -3.891671338291716742e-01 -1.089008541847080042e-01
3.697969030977859561e-01 -3.038195018936615255e-01 -1.207815526267970591e-01
4.317726328854366025e-01 -2.195351787808213218e-01 -4.942282489635139997e-02
4.100372270028137534e-01 -1.694792629119650229e-01 -1.070799495279579627e-01
4.987834110398451926e-01 -1.441445832752299705e-01 -9.694647133432234692e-03
5.042956106462753718e-01 -1.099065569686015487e-01 -2.098359123010801533e-02
4.250865179136429362e-01 -1.052222830052054574e-02 -9.034410059310601926e-02
5.202757192084049853e-01 4.519428092290452004e-02 3.086884869026430139e-02
4.705746931086623452e-01 4.244103891959004338e-02 6.258620947546769675e-03
4.415890775682338454e-01 1.194576279738944480e-01 1.373680762547509759e-01
3.952059412181627707e-01 2.809028290757605295e-01 9.515938543275366535e-02
4.521621380422645720e-01 3.017004837042721599e-01 9.300440394304966552e-02
3.268665858294520499e-01 3.237700579599824824e-01 4.751115663488682250e-02
3.692052448473134296e-01 3.947583931337714791e-01 9.000992325779572090e-02
3.092928584656173818e-01 4.609927159067889746e-01 1.511670750697431398e-01
2.738283137586117189e-01 3.723809245802049417e-01 1.752647566068919194e-01
1.313096498288573999e-01 4.825563190358789223e-01 2.499998882701626179e-01
7.657831699780699719e-02 4.816020404258103960e-01 2.377032327244353593e-01
7.187702148848516825e-02 4.682372090596259029e-01 2.368097211215663689e-01
-7.174249753133514484e-02 5.120908602719163039e-01 2.120097209754715495e-01
-5.635011958030575197e-02 5.257931043393503368e-01 2.973568496068798028e-01
-1.169426241521847876e-01 5.075865753609787312e-01 2.916512724268880419e-01
-2.247839198977688857e-01 4.257595439784830904e-01 4.096389212442542727e-01
-2.507488228155659304e-01 3.745458885791519976e-01 3.301960231067603280e-01
-3.241128556910484182e-01 4.174818155985832169e-01 3.587474274738519098e-01
-2.967560700286857034e-01 3.919352998251810494e-01 3.503289784202001655e-01
-3.882655179283696079e-01 2.967607520162027224e-01 3.822249879842570808e-01
-4.749809510387994482e-01 2.122662679594417845e-01 4.523400115513488418e-01
-5.354327885368327378e-01 1.460727164336410588e-01 4.356365343659984180e-01
-4.658059830263448498e-01 1.659789612711476403e-01 5.531838753643315565e-01
-5.550039601021576896e-01 3.585407743278872655e-02 5.252046120867771561e-01
-5.275666193023179629e-01 -7.742722979142520334e-02 4.377738658989824838e-01
-5.018469809898682410e-01 -1.502918032705156115e-01 5.445881026396101054e-01
-5.126330320653683659e-01 -1.293345735615077929e-01 5.251115132397494722e-01
-4.102267787524416787e-01 -1.984350460509951564e-01 5.549856903445693490e-01
-4.378849525052039837e-01 -2.749739776611017650e-01 5.853277603604296608e-01
-3.900727170607199978e-01 -2.408211599131619696e-01 6.396755032434380261e-01
-3.688155359236833242e-01 -2.360678517166160395e-01 6.069243041706098296e-01
-3.046572606950282425e-01 -3.612538091601403822e-01 6.830076887850584644e-01
-2.687812443237682092e-01 -4.204644987532571432e-01 6.310623557666856787e-01
-2.777868337808630517e-01 -5.027480808026912884e-01 5.744598945407206614e-01
-1.167948817369642012e-01 -4.895424764219710179e-01 7.030779951238602665e-01
-1.811939633235944425e-01 -4.928131556209492947e-01 7.370562942140916896e-01
-6.608593120395619969e-02 -5.253599592137941920e-01 7.237940193123115762e-01
6.959534441118139791e-02 -5.178993456649387817e-01 7.656935738448267248e-01
6.028216018695577855e-02 -4.726426693000749246e-01 7.723040257854123514e-01
1.739276176887820935e-01 -3.926212148782491362e-01 7.676830657696421811e-01
1.959166949569658422e-01 -4.464968062064526011e-01 7.690527505936490815e-01
2.231021065409830584e-01 -4.125038428755051778e-01 8.408491827422511777e-01
3.756393442821103767e-01 -4.140451727031787543e-01 8.757968119676073915e-01
3.841842832525405038e-01 -3.181315834859184677e-01 8.854423504536329537e-01
4.014470091635819471e-01 -2.767584671407453123e-01 9.180641829137569099e-01
4.391670599783170093e-01 -2.712631204420206665e-01 9.762075069664557514e-01
4.056245582834032137e-01 -1.434296008614877604e-01 9.950805841156588061e-01
4.051353691328835605e-01 -5.521831053884092289e-02 9.073680783289223006e-01
4.905495913230505378e-01 -6.723908685017010445e-02 9.791871658566543291e-01
